account_name,account_number,bank_name,currency,location,bic,iban,account_status,account_type,closing_ledger_balance,closing_ledger_brought_forward_from,closing_available_balance,closing_available_brought_forward_from,current_ledger_balance,current_ledger_as_at,current_available_balance,current_available_as_at,bank_reference,narrative,customer_reference,TRN_type,value_date,credit_amount,debit_amount,balance,time,post_date
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,189124.84,2026-02-03,189124.84,2026-02-03,189124.84,2026-02-04 10:50:42,189124.84,2026-02-04 10:50:42,BNK-702F990EBB2A,GL-1E566435C331 Vendor payout,CUST-04AD1C73,CHARGEBACK,2026-02-28,10681.88,0.00,189124.84,10:50:42,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,170044.30,2026-02-03,170044.30,2026-02-03,170044.30,2026-02-04 11:07:22,170044.30,2026-02-04 11:07:22,BNK-BAE4E434B644,GL-D6CFEC840F53 UPI transfer BANK,CUST-E1636A45,TRANSFER,2026-02-28,0.00,19080.54,170044.30,11:07:22,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,178243.65,2026-02-03,178243.65,2026-02-03,178243.65,2026-02-04 11:51:45,178243.65,2026-02-04 11:51:45,BNK-9780B5A6B761,GL-C78E511341F6 Vendor payout BANK,CUST-DF42568B,TRANSFER,2026-02-28,8199.35,0.00,178243.65,11:51:45,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,169432.21,2026-02-03,169432.21,2026-02-03,169432.21,2026-02-04 12:24:40,169432.21,2026-02-04 12:24:40,BNK-7F899145481E,GL-C3962682F282 Invoice settlement,CUST-1D4F0F26,PAYMENT,2026-02-28,0.00,8811.44,169432.21,12:24:40,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,187957.19,2026-02-03,187957.19,2026-02-03,187957.19,2026-02-04 13:13:30,187957.19,2026-02-04 13:13:30,BNK-9CD8C1CAF0E0,GL-067596C0C611 Vendor payout BANK,CUST-76B314FD,TRANSFER,2026-02-28,18524.98,0.00,187957.19,13:13:30,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,173594.23,2026-02-03,173594.23,2026-02-03,173594.23,2026-02-04 13:34:04,173594.23,2026-02-04 13:34:04,BNK-D172660181E6,GL-3F0BB293CD46 Invoice settlement,CUST-D699CD60,TRANSFER,2026-02-28,0.00,14362.96,173594.23,13:34:04,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,161129.56,2026-02-03,161129.56,2026-02-03,161129.56,2026-02-04 13:52:57,161129.56,2026-02-04 13:52:57,BNK-2977AECBBF16,GL-D0E573B53D7E Invoice settlement BANK,CUST-37120A08,TRANSFER,2026-02-28,0.00,12464.67,161129.56,13:52:57,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,162197.07,2026-02-03,162197.07,2026-02-03,162197.07,2026-02-04 14:26:56,162197.07,2026-02-04 14:26:56,BNK-D1F3ED0872AB,GL-DA096C6D6A75 Invoice settlement BANK,CUST-1325F9D3,CHARGEBACK,2026-02-28,1067.51,0.00,162197.07,14:26:56,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,176327.22,2026-02-03,176327.22,2026-02-03,176327.22,2026-02-04 14:44:22,176327.22,2026-02-04 14:44:22,BNK-3360D93280D4,GL-A7B2DE686F68 Invoice settlement,,RECEIPT,2026-02-28,14130.15,0.00,176327.22,14:44:22,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,188519.30,2026-02-03,188519.30,2026-02-03,188519.30,2026-02-04 15:11:35,188519.30,2026-02-04 15:11:35,,GL-F9F1DC89DB08 Customer collection BANK REFERENCE_DROP,,CHARGEBACK,2026-02-28,12192.08,0.00,188519.30,15:11:35,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,209067.38,2026-02-03,209067.38,2026-02-03,209067.38,2026-02-04 15:45:29,209067.38,2026-02-04 15:45:29,BNK-AFFF6B201C82,GL-BA20A708722C Vendor payout BANK,,TRANSFER,2026-02-28,20548.08,0.00,209067.38,15:45:29,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,215427.65,2026-02-03,215427.65,2026-02-03,215427.65,2026-02-04 16:07:37,215427.65,2026-02-04 16:07:37,BNK-C5F6980981CB,GL-A3179D8DA209 Customer collection BANK,,CHARGEBACK,2026-02-28,6360.27,0.00,215427.65,16:07:37,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,209991.98,2026-02-03,209991.98,2026-02-03,209991.98,2026-02-04 16:22:58,209991.98,2026-02-04 16:22:58,BNK-D7661A7E693F,GL-175EB12DF13B Vendor payout BANK,,CHARGEBACK,2026-02-28,0.00,5435.67,209991.98,16:22:58,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,192462.97,2026-02-03,192462.97,2026-02-03,192462.97,2026-02-04 17:14:41,192462.97,2026-02-04 17:14:41,BNK-C4F66F1587D1,GL-286A94E55959 UPI transfer BANK,CUST-965FB6B7,PAYMENT,2026-02-28,0.00,17529.01,192462.97,17:14:41,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,194076.93,2026-02-03,194076.93,2026-02-03,194076.93,2026-02-04 17:32:47,194076.93,2026-02-04 17:32:47,BNK-705F21E49C62,GL-8D3587A549D7 UPI transfer BANK,CUST-3DDDD8B6,TRANSFER,2026-02-28,1613.96,0.00,194076.93,17:32:47,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,217844.35,2026-02-03,217844.35,2026-02-03,217844.35,2026-02-04 17:52:04,217844.35,2026-02-04 17:52:04,BNK-63CE0B8DA3B7,GL-C5941DCD56E5 Customer collection BANK,CUST-2E5F0315,PAYMENT,2026-02-28,23767.42,0.00,217844.35,17:52:04,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,243826.97,2026-02-03,243826.97,2026-02-03,243826.97,2026-02-04 18:51:30,243826.97,2026-02-04 18:51:30,BNK-851D99C9B6FF,GL-A1F5847DDEDF Invoice settlement BANK AMOUNT_TYPO,CUST-E3CC62A0,RECEIPT,2026-02-28,25982.62,0.00,243826.97,18:51:30,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,224216.27,2026-02-03,224216.27,2026-02-03,224216.27,2026-02-04 19:25:51,224216.27,2026-02-04 19:25:51,BNK-C6AABAC5EEBF,GL-5A71BF08386B Vendor payout BANK,CUST-89E35678,TRANSFER,2026-02-28,0.00,19610.70,224216.27,19:25:51,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,216618.92,2026-02-03,216618.92,2026-02-03,216618.92,2026-02-04 20:03:48,216618.92,2026-02-04 20:03:48,BNK-506C7AA40DF1,GL-73CEC15F510F Invoice settlement BANK,CUST-D6EF388C,RECEIPT,2026-02-28,0.00,7597.35,216618.92,20:03:48,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,196756.80,2026-02-03,196756.80,2026-02-03,196756.80,2026-02-04 20:27:57,196756.80,2026-02-04 20:27:57,BNK-4D710A4A7E00,GL-70BF831844DB Customer collection,CUST-3F80680E,PAYMENT,2026-02-28,0.00,19862.12,196756.80,20:27:57,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,191969.62,2026-02-03,191969.62,2026-02-03,191969.62,2026-02-04 21:26:20,191969.62,2026-02-04 21:26:20,BNK-EAFCF8F76C4D,GL-5C73D6FEB601 Customer collection,CUST-C78E32A4,PAYMENT,2026-02-28,0.00,4787.18,191969.62,21:26:20,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,191083.13,2026-02-03,191083.13,2026-02-03,191083.13,2026-02-04 21:52:48,191083.13,2026-02-04 21:52:48,BNK-4C5260D967FF,GL-FC6F6734EF9B Vendor payout BANK DATE_POSTING_ERROR,CUST-C627C77A,TRANSFER,2026-02-28,0.00,886.49,191083.13,21:52:48,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,189133.43,2026-02-03,189133.43,2026-02-03,189133.43,2026-02-04 22:14:49,189133.43,2026-02-04 22:14:49,,GL-5B97BB27898C Invoice settlement BANK REFERENCE_DROP,,TRANSFER,2026-02-28,0.00,1949.70,189133.43,22:14:49,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,213879.15,2026-02-03,213879.15,2026-02-03,213879.15,2026-02-04 23:05:58,213879.15,2026-02-04 23:05:58,BNK-80406AA92732,GL-AF7A0DE00FA0 Customer collection BANK,CUST-793A0295,CHARGEBACK,2026-02-28,24745.72,0.00,213879.15,23:05:58,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,228800.68,2026-02-03,228800.68,2026-02-03,228800.68,2026-02-04 23:39:38,228800.68,2026-02-04 23:39:38,BNK-5F42701F3621,GL-B5668C36E2CE Vendor payout BANK,CUST-342880D6,RECEIPT,2026-02-28,14921.53,0.00,228800.68,23:39:38,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,250209.04,2026-02-04,250209.04,2026-02-04,250209.04,2026-02-05 00:36:23,250209.04,2026-02-05 00:36:23,BNK-6ED0D9E41AE6,GL-C4992BE61337 NEFT transfer,CUST-6DCD5020,TRANSFER,2026-02-28,21408.36,0.00,250209.04,00:36:23,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,262240.65,2026-02-04,262240.65,2026-02-04,262240.65,2026-02-05 01:10:53,262240.65,2026-02-05 01:10:53,BNK-310B275355FB,GL-AED7EAE33053 Vendor payout BANK,,RECEIPT,2026-02-28,12031.61,0.00,262240.65,01:10:53,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,280945.39,2026-02-04,280945.39,2026-02-04,280945.39,2026-02-05 01:44:24,280945.39,2026-02-05 01:44:24,BNK-44F4CEA68F5F,GL-3A9A3E19FCE8 Vendor payout,CUST-AF3305A2,CHARGEBACK,2026-02-28,18704.74,0.00,280945.39,01:44:24,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,257641.41,2026-02-04,257641.41,2026-02-04,257641.41,2026-02-05 02:29:49,257641.41,2026-02-05 02:29:49,BNK-F964D7BB1ABE,GL-6671AF09256B UPI transfer BANK,CUST-155CD4CA,RECEIPT,2026-02-28,0.00,23303.98,257641.41,02:29:49,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,270531.98,2026-02-04,270531.98,2026-02-04,270531.98,2026-02-05 03:08:15,270531.98,2026-02-05 03:08:15,BNK-AC598FCA93FF,GL-C05FC44A0CC3 UPI transfer BANK,,PAYMENT,2026-02-28,12890.57,0.00,270531.98,03:08:15,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,292069.63,2026-02-04,292069.63,2026-02-04,292069.63,2026-02-05 03:48:11,292069.63,2026-02-05 03:48:11,BNK-C824DF0E280A,GL-D16B8CEC6EB4 NEFT transfer BANK,CUST-0A5D7420,RECEIPT,2026-02-28,21537.65,0.00,292069.63,03:48:11,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,288634.61,2026-02-04,288634.61,2026-02-04,288634.61,2026-02-05 04:12:24,288634.61,2026-02-05 04:12:24,BNK-30B0B4056BCE,GL-D9D9FAE5670E UPI transfer BANK,CUST-55358C20,TRANSFER,2026-02-28,0.00,3435.02,288634.61,04:12:24,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,266978.89,2026-02-04,266978.89,2026-02-04,266978.89,2026-02-05 04:35:26,266978.89,2026-02-05 04:35:26,BNK-284F981B9B25,GL-13B6EC1EB5DF Invoice settlement,,CHARGEBACK,2026-02-28,0.00,21655.72,266978.89,04:35:26,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,245323.17,2026-02-04,245323.17,2026-02-04,245323.17,2026-02-05 05:08:40,245323.17,2026-02-05 05:08:40,BNK-284F981B9B25-DUP,GL-13B6EC1EB5DF Invoice settlement DUPLICATE_POSTING,,CHARGEBACK,2026-02-28,0.00,21655.72,245323.17,05:08:40,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,244545.85,2026-02-04,244545.85,2026-02-04,244545.85,2026-02-05 05:56:21,244545.85,2026-02-05 05:56:21,BNK-B6867869A378,GL-2B27202FE2E7 NEFT transfer BANK,CUST-5111177A,PAYMENT,2026-02-28,0.00,777.32,244545.85,05:56:21,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,221857.71,2026-02-04,221857.71,2026-02-04,221857.71,2026-02-05 06:27:09,221857.71,2026-02-05 06:27:09,BNK-E8434D23811D,GL-5781FEDBFCC7 Vendor payout,CUST-ED061068,CHARGEBACK,2026-02-28,0.00,22688.14,221857.71,06:27:09,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,197378.38,2026-02-04,197378.38,2026-02-04,197378.38,2026-02-05 07:25:59,197378.38,2026-02-05 07:25:59,BNK-D8FEB93FD764,GL-BD5A8FE3DD32 Invoice settlement BANK,CUST-AF32754B,TRANSFER,2026-02-28,0.00,24479.33,197378.38,07:25:59,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,192464.94,2026-02-04,192464.94,2026-02-04,192464.94,2026-02-05 08:24:40,192464.94,2026-02-05 08:24:40,BNK-54A13A6F457C,GL-DA6A72446BEA NEFT transfer BANK,CUST-CA2212D4,PAYMENT,2026-02-28,0.00,4913.44,192464.94,08:24:40,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,209649.54,2026-02-04,209649.54,2026-02-04,209649.54,2026-02-05 08:45:32,209649.54,2026-02-05 08:45:32,BNK-91649DCE99A8,GL-0339B5D23553 NEFT transfer BANK,CUST-B8A5D477,RECEIPT,2026-02-28,17184.60,0.00,209649.54,08:45:32,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,204786.92,2026-02-04,204786.92,2026-02-04,204786.92,2026-02-05 09:12:37,204786.92,2026-02-05 09:12:37,BNK-C673A56E54FA,GL-773202F7AB4A Vendor payout BANK,CUST-97C10479,CHARGEBACK,2026-02-28,0.00,4862.62,204786.92,09:12:37,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,197758.52,2026-02-04,197758.52,2026-02-04,197758.52,2026-02-05 09:42:02,197758.52,2026-02-05 09:42:02,BNK-2300D59D87D4,GL-2B135D33F577 Invoice settlement BANK,CUST-6E6408C2,PAYMENT,2026-02-28,0.00,7028.40,197758.52,09:42:02,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,185183.52,2026-02-04,185183.52,2026-02-04,185183.52,2026-02-05 09:59:54,185183.52,2026-02-05 09:59:54,BNK-B43506DAA5C4,GL-5268DA096FE2 UPI transfer BANK,CUST-F07A3292,RECEIPT,2026-02-28,0.00,12575.00,185183.52,09:59:54,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,186981.86,2026-02-04,186981.86,2026-02-04,186981.86,2026-02-05 10:15:38,186981.86,2026-02-05 10:15:38,BNK-84A3C9E15887,GL-2089C36A27D7 NEFT transfer BANK,CUST-7B43245F,PAYMENT,2026-02-28,1798.34,0.00,186981.86,10:15:38,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,201628.05,2026-02-04,201628.05,2026-02-04,201628.05,2026-02-05 10:40:52,201628.05,2026-02-05 10:40:52,BNK-6BBADE18CC64,GL-4AF4B1607DF8 UPI transfer,CUST-D09D78E8,PAYMENT,2026-02-28,14646.19,0.00,201628.05,10:40:52,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,199020.23,2026-02-04,199020.23,2026-02-04,199020.23,2026-02-05 10:56:07,199020.23,2026-02-05 10:56:07,BNK-43207BACAABB,GL-8772A68C22D3 Customer collection BANK,CUST-728DC3D3,RECEIPT,2026-02-28,0.00,2607.82,199020.23,10:56:07,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,211554.20,2026-02-04,211554.20,2026-02-04,211554.20,2026-02-05 11:40:55,211554.20,2026-02-05 11:40:55,BNK-CBCCD5F04CC7,GL-F1979833BBEF NEFT transfer BANK,CUST-954FAF0A,PAYMENT,2026-02-28,12533.97,0.00,211554.20,11:40:55,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,190685.33,2026-02-04,190685.33,2026-02-04,190685.33,2026-02-05 12:14:04,190685.33,2026-02-05 12:14:04,BNK-451866688A58,GL-2154D08AB64C Vendor payout,CUST-C77DB169,TRANSFER,2026-02-28,0.00,20868.87,190685.33,12:14:04,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,164793.48,2026-02-04,164793.48,2026-02-04,164793.48,2026-02-05 12:50:19,164793.48,2026-02-05 12:50:19,BNK-E430A2AEDC51,GL-D3E4C7AED8DA Vendor payout BANK,CUST-8C8B5171,TRANSFER,2026-02-28,0.00,25891.85,164793.48,12:50:19,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,164282.96,2026-02-04,164282.96,2026-02-04,164282.96,2026-02-05 13:28:26,164282.96,2026-02-05 13:28:26,BNK-9952B4DDC6FD,GL-0A9269E7384E UPI transfer BANK,CUST-F53E21EE,TRANSFER,2026-02-28,0.00,510.52,164282.96,13:28:26,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,172254.37,2026-02-04,172254.37,2026-02-04,172254.37,2026-02-05 14:09:33,172254.37,2026-02-05 14:09:33,BNK-69FDFE14CC9C,GL-A39D7B199255 Customer collection BANK,CUST-A893D8F4,CHARGEBACK,2026-02-28,7971.41,0.00,172254.37,14:09:33,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,196594.23,2026-02-04,196594.23,2026-02-04,196594.23,2026-02-05 14:49:05,196594.23,2026-02-05 14:49:05,BNK-0C7A2509F820,GL-C076F268CDB4 Customer collection BANK,CUST-7F9D6087,PAYMENT,2026-02-28,24339.86,0.00,196594.23,14:49:05,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,179252.27,2026-02-04,179252.27,2026-02-04,179252.27,2026-02-05 15:34:31,179252.27,2026-02-05 15:34:31,BNK-6991BAE33E77,GL-691237AE5D12 Invoice settlement BANK,,TRANSFER,2026-02-28,0.00,17341.96,179252.27,15:34:31,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,190625.67,2026-02-04,190625.67,2026-02-04,190625.67,2026-02-05 15:56:08,190625.67,2026-02-05 15:56:08,BNK-00224727555B,GL-D049E5E87A11 Customer collection BANK,CUST-D9FB0D5B,RECEIPT,2026-02-28,11373.40,0.00,190625.67,15:56:08,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,201299.21,2026-02-04,201299.21,2026-02-04,201299.21,2026-02-05 16:39:08,201299.21,2026-02-05 16:39:08,BNK-6BC4DCC13339,GL-0EB1DCBB7317 Vendor payout,CUST-B8C1DAFD,PAYMENT,2026-02-28,10673.54,0.00,201299.21,16:39:08,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,223394.78,2026-02-04,223394.78,2026-02-04,223394.78,2026-02-05 17:06:41,223394.78,2026-02-05 17:06:41,BNK-C0D32AC44581,GL-E0D5442FCC8A UPI transfer,CUST-95C632AA,TRANSFER,2026-02-28,22095.57,0.00,223394.78,17:06:41,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,238678.43,2026-02-04,238678.43,2026-02-04,238678.43,2026-02-05 17:29:40,238678.43,2026-02-05 17:29:40,BNK-BBAFEAD381F6,GL-2D73FBF5CD07 Invoice settlement BANK,CUST-693F18C4,RECEIPT,2026-02-28,15283.65,0.00,238678.43,17:29:40,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,220224.36,2026-02-04,220224.36,2026-02-04,220224.36,2026-02-05 18:17:37,220224.36,2026-02-05 18:17:37,BNK-4F1FB5DDF098,GL-297F7C203B20 Customer collection,CUST-3FC5B17D,RECEIPT,2026-02-28,0.00,18454.07,220224.36,18:17:37,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,244850.21,2026-02-04,244850.21,2026-02-04,244850.21,2026-02-05 18:49:48,244850.21,2026-02-05 18:49:48,BNK-BD2AAE6346EC,GL-CBC2745ABDEC UPI transfer BANK,CUST-714F9FA0,CHARGEBACK,2026-02-28,24625.85,0.00,244850.21,18:49:48,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,234787.40,2026-02-04,234787.40,2026-02-04,234787.40,2026-02-05 19:18:24,234787.40,2026-02-05 19:18:24,BNK-BD2F67942ECC,GL-C0466D952B11 NEFT transfer,,TRANSFER,2026-02-28,0.00,10062.81,234787.40,19:18:24,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,234336.92,2026-02-04,234336.92,2026-02-04,234336.92,2026-02-05 19:36:29,234336.92,2026-02-05 19:36:29,BNK-E11F02B3283C,GL-4863FCFD678E Customer collection,,RECEIPT,2026-02-28,0.00,450.48,234336.92,19:36:29,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,236329.15,2026-02-04,236329.15,2026-02-04,236329.15,2026-02-05 20:14:41,236329.15,2026-02-05 20:14:41,BNK-F60D8928BD3F,GL-941CFD9D8C98 Vendor payout BANK,CUST-9D051571,CHARGEBACK,2026-02-28,1992.23,0.00,236329.15,20:14:41,2026-02-28
Demo Company Pvt Ltd,1234567890,Demo Bank Ltd,INR,Coimbatore,DEMOINCCXXX,IN00DEMO1234567890,ACTIVE,CURRENT,258469.83,2026-02-04,258469.83,2026-02-04,258469.83,2026-02-05 21:09:38,258469.83,2026-02-05 21:09:38,BNK-B409A4CDEC87,GL-0CFA053F825C Customer collection BANK,CUST-1C1EA745,TRANSFER,2026-02-28,22140.68,0.00,258469.83,21:09:38,2026-02-28
